familia_professional,area_professional,nom_de_laccio,nif_entitat_formacio,entitat,codi_municipi,nom_municipi,codi_comarca,nom_comarca,modalitat,tipus_de_formacio,hores,web,correu_electronic,telefon,categoria_duracion,tipo_nombre,longitud_nombre,es_certificado,nivell,id_curso,nivel_consolidado,tipus_nivell,categoritzacio_curs
Administració i gestió,Administració i auditoria,Comptabilitat avançada,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,60,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Larga,otro,22,False,,"Comptabilitat avançada_PIME Coneixement, S.L._Teleformació_60",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Administració i gestió,Finances i assegurances,Finances d'empresa per a no financers,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,37,False,,"Finances d'empresa per a no financers_PIME Coneixement, S.L._Presencial_40",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Electricitat i electrònica,Equips electrònics,Automatització programable ii,G63749162,CIM-UPC,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.cimupc.org/es/,continua@cimupc.org,934017171,Larga,otro,29,False,,Automatització programable ii_CIM-UPC_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Electricitat i electrònica', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Serveis al consumidor,Procediments de treball per a auxiliars de serveis,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,50,False,,"Procediments de treball per a auxiliars de serveis_PIME Coneixement, S.L._Presencial_30",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Idiomes / Lingüístiques,Presentacions orals tècniques en anglès,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.idfo.com,sroman@idfo.com,932689292,Media,otro,39,False,,Presentacions orals tècniques en anglès_IDFO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,70,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Larga,certificado,71,True,,"SSCS0208_MF1018_Intervenció en l'atenció sociosanitària en institucions_PIME Coneixement, S.L._Presencial_70",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Emprenedoria,Aspectes laborals del règim especial de persones treballadores autònomes (reta),B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,15,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Corta,otro,79,False,,"Aspectes laborals del règim especial de persones treballadores autònomes (reta)_PIME Coneixement, S.L._Presencial_15",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Informàtica i comunicacions,Comunicacions,Administrador de xarxes cisco systems mòdul 1 ccna: introducció a les xarxes,B61730453,PUE,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://consorci.pue.es/,consorci@pue.es,932060249,Larga,otro,76,False,Bàsic,Administrador de xarxes cisco systems mòdul 1 ccna: introducció a les xarxes_PUE_Presencial_60,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Informàtica i comunicacions,Desenvolupament,Desenvolupament de aplicacions web amb angular +,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Larga,otro,48,False,Mitjà,"Desenvolupament de aplicacions web amb angular +_PIME Coneixement, S.L._Presencial_60",Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Formació i educació,Ssce0111_mf1448_recursos socials i comunitaris per a persones amb discapacitat,B65187569,NASCOR,28115,POZUELO DE ALARCÓN,0,ÀREA METROPOLITANA OEST,Presencial,Certificats de Professionalitat,60,https://nascorformacion.com/,esther.carrion@nascorformacion.com,650214505,Larga,certificado,78,False,,Ssce0111_mf1448_recursos socials i comunitaris per a persones amb discapacitat_NASCOR_Presencial_60,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Seguretat i medi ambient,Seguretat i prevenció,Nivell bàsic de prevenció de riscos laborals a la construcció,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Larga,otro,61,False,Bàsic,"Nivell bàsic de prevenció de riscos laborals a la construcció_PIME Coneixement, S.L._Presencial_60",Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Seguretat i medi ambient', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Recursos humans / Relacions laborals,Marc legal de les relacions laborals,G60189057,IDFO,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.idfo.com,sroman@idfo.com,932689292,Media,otro,36,False,,Marc legal de les relacions laborals_IDFO_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Logística comercial i gestió del transport,Gestió de compres i aprovisionaments,B62780424,APEC GRANOLLERS,8096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,Altra Formació Professionalitzadora,40,https://www.apecgranollers.com,apec@apecgranollers.com,938700938,Media,otro,36,False,,Gestió de compres i aprovisionaments_APEC GRANOLLERS_Presencial_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats personals i socials,Tècniques per parlar en públic,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Corta,otro,30,False,,"Tècniques per parlar en públic_PIME Coneixement, S.L._Presencial_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Informàtica i comunicacions,Sistemes i telemàtica,Introducció a les bases de dades microsoft sql server,B61730453,PUE,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,80,https://consorci.pue.es/,consorci@pue.es,932060249,Larga,otro,53,False,Bàsic,Introducció a les bases de dades microsoft sql server_PUE_Presencial_80,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Serveis socioculturals i a la comunitat,Formació i educació,Anglès b.1.d.,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Teleformació,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Larga,otro,13,False,Idiomes B.1,"Anglès b.1.d._PIME Coneixement, S.L._Teleformació_60",Mitjà,Idiomes,"{'nivell': 'Mitjà', 'tipus': 'Idiomes', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Larga'}"
Agrària,Jardineria,Rams de núvia i decoració corporal,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,24,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,34,False,,"Rams de núvia i decoració corporal_PIME Coneixement, S.L._Presencial_24",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Agrària', 'modalitat': 'Presencial', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Formació i educació,Instruments i recursos per a formadors,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,38,False,,"Instruments i recursos per a formadors_PIME Coneixement, S.L._Presencial_40",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Fabricació mecànica,Producció mecànica,Impressió 3d industrial. nivell i,G08484032,UPM,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.upm.org,info@upm.org,933180828,Media,otro,33,False,,Impressió 3d industrial. nivell i_UPM_Presencial_40,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Fabricació mecànica', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Nòmines i seguretat social ii,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,29,False,,Nòmines i seguretat social ii_Catformació_Teleformació_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Competències transversals,Habilitats personals i socials,Programació neurolingüística. nivell ii,G58825811,ACRA,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.acra.cat/ca/formacio,formacio1@acra.cat,673724697,Media,otro,39,False,Idiomes A.,Programació neurolingüística. nivell ii_ACRA_Presencial_30,Bàsic,Idiomes,"{'nivell': 'Bàsic', 'tipus': 'Idiomes', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Nòmines i seguretat social ii,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,29,False,,"Nòmines i seguretat social ii_PIME Coneixement, S.L._Presencial_30",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Sanitat,Serveis i productes sanitaris,Fisioteràpia respiratòria,G63127708,Catformació,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.catformacio.com,info@catformacio.org,932172515,Media,otro,25,False,,Fisioteràpia respiratòria_Catformació_Presencial_30,Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Sanitat', 'modalitat': 'Presencial', 'hores': 'Media'}"
Competències transversals,Habilitats personals i socials,Programació neurolingüística,B64064223,"AULA ACTIVA, FORMACIÓ I SERVEIS, SL",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.aulaactiva.org,info@aulaactiva.org,934815581,Media,otro,28,False,,"Programació neurolingüística_AULA ACTIVA, FORMACIÓ I SERVEIS, SL_Presencial_30",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Gestió fiscal de l'empresa,B61420824,FOMENT FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.fomentformacio.com,formacio@foment.com,934841232,Media,otro,26,False,Mitjà,Gestió fiscal de l'empresa_FOMENT FORMACIÓ_Presencial_40,Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Media'}"
Administració i gestió,Administració i auditoria,Habilitats directives per a la gestió eficaç d'equip,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,50,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Larga,otro,52,False,Mitjà,"Habilitats directives per a la gestió eficaç d'equip_PIME Coneixement, S.L._Presencial_50",Mitjà,General,"{'nivell': 'Mitjà', 'tipus': 'General', 'familia': 'Administració i gestió', 'modalitat': 'Presencial', 'hores': 'Larga'}"
Competències transversals,Digitals / Ofimàtica / Tics,El correu electrònic i el núvol,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,31,False,,"El correu electrònic i el núvol_PIME Coneixement, S.L._Presencial_40",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Informàtica i comunicacions,Sistemes i telemàtica,Ciberseguretat,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,25,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,14,False,Avançat,"Ciberseguretat_PIME Coneixement, S.L._Teleformació_25",Avançat,General,"{'nivell': 'Avançat', 'tipus': 'General', 'familia': 'Informàtica i comunicacions', 'modalitat': 'Teleformació', 'hores': 'Media'}"
Serveis socioculturals i a la comunitat,Formació i educació,Educació emocional a l'aula,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,20,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Corta,otro,27,False,,"Educació emocional a l'aula_PIME Coneixement, S.L._Teleformació_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Serveis socioculturals i a la comunitat', 'modalitat': 'Teleformació', 'hores': 'Corta'}"
Competències transversals,Prevenció de riscos laborals i salut laboral,Primers auxilis bàsics,A08741530,ADAMS FORMACIÓ,8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.adams.es,formacionbarcelona@adams.es,932081507,Media,otro,22,False,Bàsic,Primers auxilis bàsics_ADAMS FORMACIÓ_Presencial_30,Bàsic,General,"{'nivell': 'Bàsic', 'tipus': 'General', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Media'}"
Comerç i màrqueting,Màrqueting i relacions públiques,Botiga virtual i gestió del comerç electrònic,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,35,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Media,otro,45,False,,"Botiga virtual i gestió del comerç electrònic_PIME Coneixement, S.L._Presencial_35",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Comerç i màrqueting', 'modalitat': 'Presencial', 'hores': 'Media'}"
Hostaleria i turisme,Restauració,Pastisseria: postres per a restauració,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Corta,otro,38,False,,"Pastisseria: postres per a restauració_PIME Coneixement, S.L._Presencial_20",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Hostaleria i turisme', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Competències transversals,Habilitats personals i socials,Aplicació de l'autocura com a eina per superar vivències estressants,B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,16,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Corta,otro,68,False,,"Aplicació de l'autocura com a eina per superar vivències estressants_PIME Coneixement, S.L._Presencial_16",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Competències transversals', 'modalitat': 'Presencial', 'hores': 'Corta'}"
Edificació i obra civil,Maquinària de construcció,Actualització plataformes elevadores mòbils de personal (pemp),B62765201,"PIME Coneixement, S.L.",8019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,8,https://www.pimecformacio.cat,formacio@pimec.org,934964500,Corta,otro,62,False,,"Actualització plataformes elevadores mòbils de personal (pemp)_PIME Coneixement, S.L._Presencial_8",Sense nivell,Sense classificar,"{'nivell': 'Sense nivell', 'tipus': 'Sense classificar', 'familia': 'Edificació i obra civil', 'modalitat': 'Presencial', 'hores': 'Corta'}"
