nomcurs,desccurscat,codiarea,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,financiacio,datainici,preinscripcio,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccurses,mes
Confecció i publicació de pàgines web,Contacteu amb l'entitat,ICD,480.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCD0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-16,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189693/009&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189693/009,CIFO La Violeta,08019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362.0,SOC,Contacteu amb l'entitat,12.0
Cuina i restauració bàsica,Contacteu amb l'entitat,HTR,120.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR51.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-06,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188445/024&codi_curso_seleccionado=24/ATCC2/712/0188445/024,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,11.0
Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,370.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-20,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188422/004&codi_curso_seleccionado=24/ATCC1/711/0188422/004,"SANT ANDREU SALUT, FUNDACIÓ PRIVADA",08113,PL HOSPITAL S/N,41.726776,1.829941,938743312,FUNDACIO@SANTANDREUSALUT.CAT,,08241,45635.0,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",1.0
Atenció al client a la restauració,Contacteu amb l'entitat,HTR,15.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR37.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-04-22,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/021&codi_curso_seleccionado=24/ATCC2/712/0189552/021,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,4.0
Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,370.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-16,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189607/001&codi_curso_seleccionado=24/ATCC2/712/0189607/001,NEW SCHOOL II SL,25217,CR TALLADELL 7,41.78129,1.283135,973311143,secretaria@nstarrega.com,http://www.nstarrega.com,25210,1759.0,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",9.0
Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,340.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-27,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187960/004&codi_curso_seleccionado=24/ATCC2/712/0187960/004,"INNOVACION SEGURIDAD EMERGENCIAS INTITUTO, SL",08015,CR RECTOR  91-95,0.0,0.0,934644878,formacion@iseinstitut.com,,08912,36878.0,SOC,Contacteu amb l'entitat,1.0
"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-04-21,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188354/010&codi_curso_seleccionado=24/ATCC2/712/0188354/010,AITES S.L.,08019,AV PARAL.LEL 158,41.37528,2.157446,934237600,SECRETARIA@AITES.NET,https://aites.net,08015,30478.0,SOC,Contacteu amb l'entitat,4.0
"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187925/001&codi_curso_seleccionado=24/ATCC2/712/0187925/001,"AÜRT, CONSULTORIA I FORMACIÓ, S.L.",08101,CR MAS 13,41.399384,2.176063,931003707,MIREIA.M@AURT.ORG,http://www.aurt.org,08013,36438.0,SOC,Contacteu amb l'entitat,11.0
Soldadura per arc amb elèctrode revestit,Contacteu amb l'entitat,FMC,410.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://serveiocupacio.gencat.cat/web/.content/20_millorar-el-perfil/programes-formatius/es/FMEC0319_P.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-14,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189775/005&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189775/005,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384.0,SOC,Contacteu amb l'entitat,11.0
"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,290.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-02-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188336/007&codi_curso_seleccionado=24/ATCC1/711/0188336/007,PROSEGUR SERVICIOS  DE EFECTIVO ESPAÑA S.L. SOCIEDAD UNIPERSONAL,08101,AV GRAN VIA 175-177 POL. GRAN VIA SUR 175-177,41.349693,2.117256,934029787,gonzalo.garcia-hernandez@prosegur.com,https://www.prosegur.es/,08908,45134.0,SOC,Contacteu amb l'entitat,2.0
OPERACIONS BÀSIQUES DE CUINA,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",HTR,120.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0108.pdf,Auxiliar de cuina Ajudant/a de cuina Encarregat/ada d'aliments i begudes (hoteleria) Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-11-05,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190709/003&codi_curso_seleccionado=24/BASA%2023-24/703/0190709/003,INSTITUT DELS ALIMENTS DE BARCELONA,08019,CR MAJOR DE MERCABARNA 76,41.331566,2.11401,634288633,iabarcelona@xtec.cat,https://agora.xtec.cat/iabarcelona/,08040,45874.0,SOC,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",11.0
Serveis auxiliars de perruqueria,"Preparar els equips, realitzar tècniques de neteja i condicionament dels cabells i cuir cabellut i aplic",,,,,,,,,,,,,,,,,,,,,,,,,
OPERACIONS BÀSIQUES DE CUINA,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",HTR,270.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0108.pdf,Auxiliar de cuina Ajudant/a de cuina Encarregat/ada d'aliments i begudes (hoteleria) Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-02-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187948/007&codi_curso_seleccionado=24/ATCC2/712/0187948/007,FUNDACIO VEDRUNA CATALUNYA EDUCACIO,08298,CR BISBE TORRAS I BAGES 9,41.404926,2.151235,932188269,fpo@vedruna.cat,http://www.eshvedrunagracia.cat,08012,45363.0,SOC,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",2.0
Procediments bàsics al servei de cuina,Contacteu amb l'entitat,HTR,125.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR55.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-01-07,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/001&codi_curso_seleccionado=24/ATCC2/712/0189552/001,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,1.0
Operacions auxiliars de manteniment de carrosseria de vehicles,Contacteu amb l'entitat,TML,270.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVL0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2025-01-10,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189359/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189359/001,IES CASTELLARNAU,08187,CT Cta Barcelona-Terrassa Km 15 Km 15,0.0,0.0,937269422,a8024893@xtec.cat,https://institutcastellarnau.cat/,08206,3977.0,SOC,Contacteu amb l'entitat,1.0
Operacions auxiliars de serveis administratius i generals,Contacteu amb l'entitat,AGG,390.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0408.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-10-21,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190025/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0190025/004,INSTITUT FP SANT CUGAT,08205,CT RUBí 107,41.47207,2.086515,936746708,A8076637@XTEC.CAT,http://www.insfpsantcugat.cat,08174,45852.0,SOC,Contacteu amb l'entitat,10.0
Cuina i restauració bàsica,Contacteu amb l'entitat,HTR,120.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR51.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2025-02-11,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/002&codi_curso_seleccionado=24/ATCC2/712/0189552/002,CONSULTORIA INCORPORA,08089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233.0,SOC,Contacteu amb l'entitat,2.0
Gestió de màrketing i comunicació,Contacteu amb l'entitat,CMM,730.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COMM0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-09-23,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189571/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0189571/004,INSTITUT LA BISBAL,17022,CR EUSEBI DIAZ 16,41.95802,3.043877,972640016,B7007300@XTEC.CAT,https://agora.xtec.cat/ieslabisbal/,17100,45838.0,SOC,Contacteu amb l'entitat,9.0
Muntatge i reparació de sistemes microinformàtics,Contacteu amb l'entitat,ICT,470.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0309.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-12-13,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189693/011&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189693/011,CIFO La Violeta,08019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362.0,SOC,Contacteu amb l'entitat,12.0
Operacions auxiliars d'aplicació de pintura industrial,Contacteu amb l'entitat,EOB,116.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/FOET_CATALOGO_EEFF_SEDE/flows/main?execution=e1s1,,Certificat d'assistència,Presencial,Presencial,Sí,2024-10-21,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188815/001&codi_curso_seleccionado=24/ATCC2/712/0188815/001,ESCOLA PIA DE CATALUNYA,08019,RD Sant Pau 80,41.37888,2.163713,934410004,escolapia@escolapia.cat,http://www.escolapia.cat,08001,2210.0,SOC,Contacteu amb l'entitat,10.0
Seguretat dels sistemes d'informació,Contacteu amb l'entitat,ICT,420.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,Sí,2024-07-24,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184500/019&codi_curso_seleccionado=23/FOAP/680/0184500/019,"CONSULTING INTEGRAL EN FORMACION, S.L.",08019,CR FRANCESC TARREGA 14,41.42221,2.18039,933517800,ACARULLA@GRUPCIEF.COM,http://www.grupcief.com,08027,1815.0,SOC,Contacteu amb l'entitat,7.0
Mercaderies Perilloses. Formació Bàsica Comú (Formació Complementària CAP Mercaderies),Contacteu amb l'entitat,TMI,24.0,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVI24.pdf,,Certificat d'assistència,Presencial,Presencial,Sí,2024-11-15,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184172/034&codi_curso_seleccionado=23/FOAP/680/0184172/034,TRACER FORMADORES Y ASESORES SL,25137,PP COMPOSITOR BEETHOVEN  6,0.0,0.0,640863833,TECNICA@TRACERFORMACION.ES,http://WWW.TRACERFORMACION.ES,25230,40625.0,SOC,Contacteu amb l'entitat,11.0
