IDENTIFICADOR,FAMÍLIA PROFESSIONAL,ÀREA PROFESSIONAL,NOM DE L'ACCIÓ,NIF_ENTITAT_FORMACIÓ,ENTITAT,CODI_MUNICIPI,NOM_MUNICIPI,CODI_COMARCA,NOM_COMARCA,MODALITAT,TIPUS DE FORMACIÓ,HORES,WEB,CORREU ELECTRÒNIC,TELÈFON
250580,"Tèxtil, confecció i pell",Confecció en tèxtil i pell,"Tècniques digitals aplicades al disseny de moda, imatges vectorials I",G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.catformacio.com,info@catformacio.org,932172515
256876,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1444_Impartició i tutorització d'accions formatives per a l'ocupació,R5800395E,Fundació Pere Tarres,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,100,www.peretarres.org,if@peretarres.org,934101602
258206,Química,Farmacoquímica,QUIM0109_MP0151_Mòdul de pràctiques professionals no laborals d' 'Elaboració de productes farmacèutics i afins',F08735714,ESCOLA SANT GERVASI COOPERATIVA,08124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Presencial,,80,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430
259545,Sanitat,Atenció sanitària,SANT0108_MF0361_Atenció sanitària inicial a múltiples víctimes,B43431402,MONTESO CENTRE DE FORMACIÓ & AUTOESCOLES,43155,TORTOSA,09,BAIX EBRE,Presencial,,140,https://www.autoescolesmonteso.com,INFO@AUTOESCOLESMONTESO.COM,977443525
257826,Fabricació mecànica,Construccions metàl·liques,FMEC0110_UF1627_Soldadura TIG d'acer inoxidable,F08766131,CENTRE D'ESTUDIS JAUME BALMES,08101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,Certificats de Professionalitat,90,www.balmesinnova.com,gonzalo.rodriguez@balmesinnova.com,609140649
249165,Edificació i obra civil,Projecte i seguiment d'obra,Interpretació de plànols,G66210345,EURECAT,08266,CERDANYOLA DEL VALLES,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,20,www.eurecatacademy.org,academy@eurecat.org,937419100
256868,Serveis socioculturals i a la comunitat,Assistència social,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions",R5800395E,Fundació Pere Tarres,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,130,www.peretarres.org,if@peretarres.org,934101602
252561,Comerç i màrqueting,Logística comercial i gestió del transport,Operació de carretons Norma Renovació UNE 58451,B60643004,Mordered,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Presencial,"Acreditacions oficials que capaciten per a un lloc de treball, formació regulada per conveni col·lectiu o certificacions de fabricant TIC",6,https://www.mordered.com,mordered@mordered.com,938600800
244750,Indústries alimentàries,Begudes,El procés d'enologia i el tast,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,www.idfo.com,sroman@idfo.com,932689292
251129,Hostaleria i turisme,Restauració,Pastisseria: Postres per a restauració,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,20,www.egaraformacio.com,cursos@egaraformacio.com,937339820
251131,Hostaleria i turisme,Restauració,Cuina per a celíacs,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,35,www.egaraformacio.com,cursos@egaraformacio.com,937339820
256846,Serveis socioculturals i a la comunitat,Formació i educació,"SSCE0110_MF1443_Selecció, elaboració, adaptació i utilizació de materials, mitjans i recursos didàctics i",B66117797,"P.H.R.O. TRAINING CONSULTANTS & PARTNERS, S.L.",08266,CERDANYOLA DEL VALLÈS,40,VALLÈS OCCIDENTAL,Presencial,Certificats de Professionalitat,90,phrofessional.com,phrofessional@phrofessional.com,935948990
257945,Hostaleria i turisme,Restauració,HOTR0208_UF0060_Aprovisionament i emmagatzemament d'aliments i begudes al bar,G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,30,www.eshobfors.com,cursos@eshobfors.com,689291212
251180,Competències transversals,Habilitats personals i socials,Comunicació no violenta,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,,30,www.egaraformacio.com,cursos@egaraformacio.com,937339820
258361,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0209_MF1867_Processos grupals i educatius en el temps lliure infantil i juvenil,G64388705,Fundació Catalana del Lleure Educatiu i Sociocultural,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,30,https://escolaefa.cat/oferta-formativa/subvencionat/,info@escolaefa.cat,934180257
255711,Informàtica i comunicacions,Sistemes i telemàtica,Big data,B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,40,www.fomentformacio.com,formacio@foment.com,934841232
258831,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1444_Impartició i tutorització d'accions formatives per a l'ocupació,B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,100,www.fomentformacio.com,formacio@foment.com,934841232
244110,Indústries alimentàries,"Fleca, pastisseria, confiteria i molineria",Elaboracions tradicionals amb farines sense gluten,G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,www.eshobfors.com,cursos@eshobfors.com,689291212
248163,Sanitat,Atenció sanitària,Primers auxilis bàsics a l'àmbit sanitari,B64719883,UCF,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,10,www.ucf.cat,mnadal@ucf.cat,932594381
242897,Fabricació mecànica,Producció mecànica,Propietats mecàniques dels materials,G08484032,UPM,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,20,www.upm.org,info@upm.org,933180828
242852,Instal·lació i manteniment,Muntatge i manteniment d'instal·lacions,Butlletins derivats d'una instal·lació,G08484032,UPM,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,8,www.upm.org,info@upm.org,933180828
258207,Química,Farmacoquímica,QUIM0109_UF0717_Operacions en els processos de fabricació de lots farmacèutics i afins,F08735714,ESCOLA SANT GERVASI COOPERATIVA,08124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Presencial,,90,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430
256881,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1017_Intervenció en l'atenció higienicoalimentària en institucions,F59197996,FEMAREC,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,70,www.femarec.cat,dpch@femarec.cat,932437272
244809,Serveis socioculturals i a la comunitat,Formació i educació,Educació de la veu,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.idfo.com,sroman@idfo.com,932689292
252066,Serveis socioculturals i a la comunitat,Formació i educació,Estratègies educatives per al treball amb adolescents,G58452210,EL CAE,08113,MANRESA,07,BAGES,Presencial,Altra Formació Professionalitzadora,15,www.cae.cat,cae@cae.cat,938725789
259081,Informàtica i comunicacions,Sistemes i telemàtica,IFCT0209_UF0856_Assistència d'usuaris en l'ús d'aplicacions ofimàtiques i de correu electrònic,B25038035,INLINGUA LLEIDA,25120,LLEIDA,33,SEGRIÀ,Presencial,,40,https://inlingualleida.es/,lleida.informatica@inlingua.es,973240716
257602,Administració i gestió,Gestió de la informació i comunicació,ADGG0408_MF0970_Operacions bàsiques de comunicació,B43514504,L'ONADA,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,120,www.lonada.com,formacio@lonada.com,977211221
242892,Seguretat i medi ambient,Seguretat i prevenció,Mesures preventives en treballs en alçada,G08484032,UPM,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,8,www.upm.org,info@upm.org,933180828
258891,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_UF0131_Tècniques de comunicació amb persones dependents en institucions,G17119959,UIER,17147,RIPOLL,31,RIPOLLÈS,Presencial,Certificats de Professionalitat,50,www.uier.org,formacio@uier.org,972703111
259322,Serveis socioculturals i a la comunitat,Assistència social,"SSCS0208_MF1019_Suport psicosocial, atenció relacional i comunicativa en institucions",B60643004,Mordered,08096,GRANOLLERS,41,VALLÈS ORIENTAL,Teleformació,Certificats de Professionalitat,130,https://www.mordered.com,mordered@mordered.com,938600800
246230,Electricitat i electrònica,Equips electrònics,Automatització programable I,G61676128,FUNDACIÓ PER A LA FORMACIÓ I L'ESTUDI PACO PUERTO,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,fundaciopacopuerto.cat,fppuerto@ccoo.cat,934812717
245342,Seguretat i medi ambient,Gestió ambiental,"Economia Circular, principis de la sostenibilitat",G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,12,www.idfo.com,sroman@idfo.com,932689292
248668,Serveis socioculturals i a la comunitat,Formació i educació,Anglès B.2.A.,B59873760,JAUME VILADOMS,08187,SABADELL,40,VALLÈS OCCIDENTAL,Presencial,Formació d'idiomes preparatòria per certificacions segons Marc Comú Europeu de Referència de les Llengües,60,www.jviladomsfp.cat,infocursos@jviladoms.cat,937259099
242785,Edificació i obra civil,Projecte i seguiment d'obra,Fonaments de disseny i modelatge d'instal·lacions amb Revit MEP,G63749162,CIM-UPC,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,https://www.cimupc.org/es/,continua@cimupc.org,934017171
257547,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1442_Programació didàctica d'accions formatives per a l'ocupació,G43516087,FISS,43148,TARRAGONA,36,TARRAGONÈS,Teleformació,Certificats de Professionalitat,60,www.fiss.es,formacioncontinua@fiss.es,977211221
258834,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MP0353_Mòdul de pràctiques professionals no laborals de 'Docència de la formació professional per a l'ocupació',B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,40,www.fomentformacio.com,formacio@foment.com,934841232
258122,Activitats físiques i esportives,Activitats físiques i esportives recreatives,AFDA0311_MF0272_Primers auxilis,G60374022,JOVIAT,08113,MANRESA,07,BAGES,Presencial,,40,www.joviat.cat,fcontinuada@joviat.cat,938726988
244108,Indústries alimentàries,"Fleca, pastisseria, confiteria i molineria",Brioixeria creativa,G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,www.eshobfors.com,cursos@eshobfors.com,689291212
259078,Informàtica i comunicacions,Sistemes i telemàtica,IFCT0209_UF0853_Explotació de les funcionalitats del sistema microinformàtic,B25038035,INLINGUA LLEIDA,25120,LLEIDA,33,SEGRIÀ,Presencial,,60,https://inlingualleida.es/,lleida.informatica@inlingua.es,973240716
240260,Indústries alimentàries,"Fleca, pastisseria, confiteria i molineria",Aplicacions bàsiques de la xocolata,G08510190,GREMI DE FLEQUERS DE LA PROVINCIA DE BARCELONA,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,10,www.gremipa.com,formacio@gremipa.com,934871818
252728,Química,Farmacoquímica,Classificació i mètodes d'elaboració de formes farmacèutiques,F08735714,ESCOLA SANT GERVASI COOPERATIVA,08124,MOLLET DEL VALLÈS,41,VALLÈS ORIENTAL,Teleformació,Altra Formació Professionalitzadora,30,https://www.santgervasifc.com,santgervasi@santgervasi.org,935795430
242784,Edificació i obra civil,Projecte i seguiment d'obra,"Revit bàsic, entorn BIM",G63749162,CIM-UPC,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,16,https://www.cimupc.org/es/,continua@cimupc.org,934017171
244140,Hostaleria i turisme,Restauració,Servei en restaurant i bars,G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,30,www.eshobfors.com,cursos@eshobfors.com,689291212
257562,Competències transversals,Idiomes / Lingüístiques,Comunicació en llengües estrangeres per a l'ocupació (Anglès) Nivell 3,G43516087,FISS,43148,TARRAGONA,36,TARRAGONÈS,Presencial,,180,www.fiss.es,formacioncontinua@fiss.es,977211221
255268,Competències transversals,Emprenedoria,Emprenedoria,B64064223,"AULA ACTIVA, FORMACIÓ I SERVEIS, SL",08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,www.aulaactiva.org,info@aulaactiva.org,934815581
256861,Serveis socioculturals i a la comunitat,Activitats culturals i recreatives,SSCB0209_MF1867_Processos grupals i educatius en el temps lliure infantil i juvenil,R5800395E,Fundació Pere Tarres,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,30,www.peretarres.org,if@peretarres.org,934101602
257557,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MF1016_Suport en l'organització d'intervencions en l'àmbit institucional,G43516087,FISS,43148,TARRAGONA,36,TARRAGONÈS,Presencial,Certificats de Professionalitat,100,www.fiss.es,formacioncontinua@fiss.es,977211221
258835,Serveis socioculturals i a la comunitat,Formació i educació,SSCE0110_MF1442_Programació didàctica d'accions formatives per a l'ocupació,B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Teleformació,Certificats de Professionalitat,60,www.fomentformacio.com,formacio@foment.com,934841232
257957,Hostaleria i turisme,Restauració,HOTR0309_UF1090_Direcció i recursos humans en restauració,G58011495,ESHOB,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.eshobfors.com,cursos@eshobfors.com,689291212
242826,Comerç i màrqueting,Màrqueting i relacions públiques,Elaboració d'un pla de màrqueting,G08484032,UPM,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.upm.org,info@upm.org,933180828
245344,Comerç i màrqueting,Màrqueting i relacions públiques,Instagram per al teu negoci,G60189057,IDFO,08019,BARCELONA,13,BARCELONÈS,Presencial,,15,www.idfo.com,sroman@idfo.com,932689292
259739,Activitats físiques i esportives,Prevenció i recuperació,AFDP0109_MF0270_Prevenció d'accidents en instal·lacions aquàtiques,P7500011G,ETEVA,25025,NAUT ARAN (Salardú),39,VAL D'ARAN,Presencial,,40,,,
247164,Administració i gestió,Administració i auditoria,Comptabilitat avançada,G59046193,AEBALL,08101,L'HOSPITALET DE LLOBREGAT,13,BARCELONÈS,Presencial,Altra Formació Professionalitzadora,60,https://www.aeball.com,formacion@aeball.net,933370450
256898,Serveis socioculturals i a la comunitat,Serveis al consumidor,SSCI0209_MP0227_Mòdul de pràctiques professionals no laborals de 'Gestió i organització d'equips de neteja',F59197996,FEMAREC,08019,BARCELONA,13,BARCELONÈS,Presencial,,80,www.femarec.cat,dpch@femarec.cat,932437272
258111,Serveis socioculturals i a la comunitat,Assistència social,SSCS0208_MP0029_Mòdul de pràctiques professionals no laborals d' 'Atenció sociosanitària a persones dependents en institucions socials',B62278783,CRITERIA,08019,BARCELONA,13,BARCELONÈS,Presencial,Certificats de Professionalitat,80,https://www.girosformacion.com,cursos@criteria.es,932652677
250764,Arts gràfiques,Activitats i tècniques gràfiques artístiques,Autocad 2D,G63127708,Catformació,08019,BARCELONA,13,BARCELONÈS,Teleformació,,40,www.catformacio.com,info@catformacio.org,932172515
259546,Sanitat,Atenció sanitària,SANT0108_MF0362_Emergències sanitàries i dispositius de risc previsible,B43431402,MONTESO CENTRE DE FORMACIÓ & AUTOESCOLES,43155,TORTOSA,09,BAIX EBRE,Presencial,Certificats de Professionalitat,60,https://www.autoescolesmonteso.com,INFO@AUTOESCOLESMONTESO.COM,977443525
259588,Administració i gestió,Gestió de la informació i comunicació,ADGG0508_MF0973_Enregistrament de dades,B67388645,FORMACIÓ I ORIENTACIÓ PLANETA S.L.,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Teleformació,,90,https://aeplaneta.es/,formacio@aeplaneta.es,679514394
240443,Edificació i obra civil,Maquinària de construcció,Perfeccionament del maneig de retroexcavadora mixta,G17047002,UNIÓ D'EMPRESARIS DE LA CONSTRUCCIÓ DE GIRONA,17079,GIRONA,20,GIRONÈS,Presencial,,40,https://www.uecgirona.com,formacio@uecgirona.com,972596460
259426,Administració i gestió,Gestió de la informació i comunicació,ADGG0508_UF0510_Processadors de textos i presentacions d'informació bàsiques,B63073472,ETIF,08056,CASTELLDEFELS,11,BAIX LLOBREGAT,Presencial,,60,ETIF.ES,INFO@ETIF.ES,936655875
250170,Electricitat i electrònica,Equips electrònics,Instal·lació de punts de recàrrega per a vehicles elèctrics,G66111576,GREMIBAIX FUNDACIO,08073,CORNELLÀ DE LLOBREGAT,11,BAIX LLOBREGAT,Presencial,Altra Formació Professionalitzadora,25,www.gbformacio.com,info@gbformacio.com,934800123
251342,Competències transversals,Habilitats de gestió / Organitzacionals / Metodològiques,Gestió del temps i productivitat,A08741530,ADAMS FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Teleformació,Altra Formació Professionalitzadora,30,www.adams.es,formacionbarcelona@adams.es,932081507
258824,Administració i gestió,Administració i auditoria,ADGD0308_MF0978_Gestió d'arxius,B61420824,FOMENT FORMACIÓ,08019,BARCELONA,13,BARCELONÈS,Presencial,,60,www.fomentformacio.com,formacio@foment.com,934841232
251115,Hostaleria i turisme,Restauració,Sumilleria i maridatge,B61406997,Egara Formació,08279,TERRASSA,40,VALLÈS OCCIDENTAL,Presencial,Altra Formació Professionalitzadora,20,www.egaraformacio.com,cursos@egaraformacio.com,937339820
