codicurs,nomcurs,desccursCAT,codiarea,tipuscurs,duradacurs,personesdest,requisits,temari,sortides,titulacio,codimodalitat,nommodalitat,importe,financiacio,datainici,preinscripcio,paraulesclau,nomcentre,codimunicipi,adrecacentre,latitud,longitud,telefon,correu,web,codipostal,codicentre,departament,desccursES,Georeferència
24/CIFOCS_ED-C-2023/719/0189693/009,Confecció i publicació de pàgines web,Contacteu amb l'entitat,ICD,FO,480,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCD0110.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,16/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189693/009&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189693/009,,CIFO La Violeta,8019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188445/024,Cuina i restauració bàsica,Contacteu amb l'entitat,HTR,FO,120,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR51.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,06/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188445/024&codi_curso_seleccionado=24/ATCC2/712/0188445/024,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188422/004,Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,FO,370,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,20/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188422/004&codi_curso_seleccionado=24/ATCC1/711/0188422/004,,"SANT ANDREU SALUT, FUNDACIÓ PRIVADA",8113,PL HOSPITAL S/N,41.726776,1.829941,938743312,FUNDACIO@SANTANDREUSALUT.CAT,,08241,45635,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",
24/ATCC2/712/0189552/021,Atenció al client a la restauració,Contacteu amb l'entitat,HTR,FO,15,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR37.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,22/04/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/021&codi_curso_seleccionado=24/ATCC2/712/0189552/021,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189607/001,Atenció sociosanitària a persones dependents en institucions socials,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",SCG,FO,370,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SSCS0208.pdf,"Cuidador/a de minusvàlids físics, psíquics i sensorials Cuidador/a de persones dependents en institucions Gericultor/a",Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,16/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189607/001&codi_curso_seleccionado=24/ATCC2/712/0189607/001,,NEW SCHOOL II SL,25217,CR TALLADELL 7,41.78129,1.283135,973311143,secretaria@nstarrega.com,http://www.nstarrega.com,25210,1759,SOC,"Atendre persones dependents en l'àmbit sociosanitari en la institució on es desenvolupi la seva actuació, aplicant les estratègies dissenyades per l'equip interdisciplinari competent i els procediments per mantenir i millorar la seva autonomia perso",
24/ATCC2/712/0187960/004,Socorrisme en espais aquàtics naturals,Contacteu amb l'entitat,AEP,FO,340,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/AFDP0209.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,27/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187960/004&codi_curso_seleccionado=24/ATCC2/712/0187960/004,,"INNOVACION SEGURIDAD EMERGENCIAS INTITUTO, SL",8015,CR RECTOR  91-95,0,0,934644878,formacion@iseinstitut.com,,08912,36878,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188354/010,"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,21/04/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188354/010&codi_curso_seleccionado=24/ATCC2/712/0188354/010,,AITES S.L.,8019,AV PARAL.LEL 158,41.37528,2.157446,934237600,SECRETARIA@AITES.NET,https://aites.net,08015,30478,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0187925/001,"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,11/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187925/001&codi_curso_seleccionado=24/ATCC2/712/0187925/001,,"AÜRT, CONSULTORIA I FORMACIÓ, S.L.",8101,CR MAS 13,41.399384,2.176063,931003707,MIREIA.M@AURT.ORG,http://www.aurt.org,08013,36438,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189775/005,Soldadura per arc amb elèctrode revestit,Contacteu amb l'entitat,FMC,FO,410,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://serveiocupacio.gencat.cat/web/.content/20_millorar-el-perfil/programes-formatius/es/FMEC0319_P.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,14/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189775/005&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189775/005,,CIFO Lleida,25120,CR Enric Farreny 3,41.62464,0.610149,973727620,cifo_lleida.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolleida,25199,12384,SOC,Contacteu amb l'entitat,
24/ATCC1/711/0188336/007,"Vigilància, seguretat privada i protecció de persones",Contacteu amb l'entitat,SMD,FO,290,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/SEAD0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,10/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188336/007&codi_curso_seleccionado=24/ATCC1/711/0188336/007,,PROSEGUR SERVICIOS  DE EFECTIVO ESPAÑA S.L. SOCIEDAD UNIPERSONAL,8101,AV GRAN VIA 175-177 POL. GRAN VIA SUR 175-177,41.349693,2.117256,934029787,gonzalo.garcia-hernandez@prosegur.com,https://www.prosegur.es/,08908,45134,SOC,Contacteu amb l'entitat,
24/BASA 23-24/703/0190709/003,OPERACIONS BÀSIQUES DE CUINA,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",HTR,FO,120,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0108.pdf,Auxiliar de cuina Ajudant/a de cuina Encarregat/ada d'aliments i begudes (hoteleria) Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,05/11/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190709/003&codi_curso_seleccionado=24/BASA%2023-24/703/0190709/003,,INSTITUT DELS ALIMENTS DE BARCELONA,8019,CR MAJOR DE MERCABARNA 76,41.331566,2.11401,634288633,iabarcelona@xtec.cat,https://agora.xtec.cat/iabarcelona/,08040,45874,SOC,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",
24/FPOIES_23_24/714/0190731/001,Serveis auxiliars de perruqueria,"Preparar els equips, realitzar tècniques de neteja i condicionament dels cabells i cuir cabellut i aplic",,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/ATCC2/712/0187948/007,OPERACIONS BÀSIQUES DE CUINA,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",HTR,FO,270,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR0108.pdf,Auxiliar de cuina Ajudant/a de cuina Encarregat/ada d'aliments i begudes (hoteleria) Empleat/ada de petit establiment de restauració,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,13/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0187948/007&codi_curso_seleccionado=24/ATCC2/712/0187948/007,,FUNDACIO VEDRUNA CATALUNYA EDUCACIO,8298,CR BISBE TORRAS I BAGES 9,41.404926,2.151235,932188269,fpo@vedruna.cat,http://www.eshvedrunagracia.cat,08012,45363,SOC,"Preelaborar aliments, preparar i presentar elaboracions culinàries senzilles i assistir en la preparació  d'elaboracions més complexes, executant i aplicant-hi operacions, tècniques i normes bàsiques de manipulació, preparació i conservació d'alimen",
24/ATCC2/712/0189552/001,Procediments bàsics al servei de cuina,Contacteu amb l'entitat,HTR,FO,125,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR55.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,07/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/001&codi_curso_seleccionado=24/ATCC2/712/0189552/001,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189359/001,Operacions auxiliars de manteniment de carrosseria de vehicles,Contacteu amb l'entitat,TML,FO,270,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/TMVL0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,10/01/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189359/001&codi_curso_seleccionado=24/FPOIES_23_24/714/0189359/001,,IES CASTELLARNAU,8187,CT Cta Barcelona-Terrassa Km 15 Km 15,0,0,937269422,a8024893@xtec.cat,https://institutcastellarnau.cat/,08206,3977,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0190025/004,Operacions auxiliars de serveis administratius i generals,Contacteu amb l'entitat,AGG,FO,390,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/ADGG0408.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,21/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0190025/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0190025/004,,INSTITUT FP SANT CUGAT,8205,CT RUBí 107,41.47207,2.086515,936746708,A8076637@XTEC.CAT,http://www.insfpsantcugat.cat,08174,45852,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0189552/002,Cuina i restauració bàsica,Contacteu amb l'entitat,HTR,FO,120,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/HOTR51.pdf,,Certificat d'assistència,Presencial,Presencial,0,Sí,11/02/2025,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189552/002&codi_curso_seleccionado=24/ATCC2/712/0189552/002,,CONSULTORIA INCORPORA,8089,CR Sant Isidre 66,41.281376,1.981161,938029983,raimon@consultoriaincorpora.com,,08860,46233,SOC,Contacteu amb l'entitat,
24/FPOIES_23_24/714/0189571/004,Gestió de màrketing i comunicació,Contacteu amb l'entitat,CMM,FO,730,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/COMM0112.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,23/09/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189571/004&codi_curso_seleccionado=24/FPOIES_23_24/714/0189571/004,,INSTITUT LA BISBAL,17022,CR EUSEBI DIAZ 16,41.95802,3.043877,972640016,B7007300@XTEC.CAT,https://agora.xtec.cat/ieslabisbal/,17100,45838,SOC,Contacteu amb l'entitat,
24/CIFOCS_ED-C-2023/719/0189693/011,Muntatge i reparació de sistemes microinformàtics,Contacteu amb l'entitat,ICT,FO,470,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0309.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,13/12/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0189693/011&codi_curso_seleccionado=24/CIFOCS_ED-C-2023/719/0189693/011,,CIFO La Violeta,8019,PL Comte de Sert 25,41.41693,2.133001,932541700,cifo_violeta.soc@gencat.cat,https://serveiocupacio.gencat.cat/cifolavioleta,08035,12362,SOC,Contacteu amb l'entitat,
24/ATCC2/712/0188815/001,Operacions auxiliars d'aplicació de pintura industrial,Contacteu amb l'entitat,EOB,FO,116,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/FOET_CATALOGO_EEFF_SEDE/flows/main?execution=e1s1,,Certificat d'assistència,Presencial,Presencial,0,Sí,21/10/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0188815/001&codi_curso_seleccionado=24/ATCC2/712/0188815/001,,ESCOLA PIA DE CATALUNYA,8019,RD Sant Pau 80,41.37888,2.163713,934410004,escolapia@escolapia.cat,http://www.escolapia.cat,08001,2210,SOC,Contacteu amb l'entitat,
23/FOAP/680/0184500/019,Seguretat dels sistemes d'informació,Contacteu amb l'entitat,ICT,FO,420,Demandant d'ocupació no ocupat,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/certificats-professionals/,https://sede.sepe.gob.es/es/portaltrabaja/resources/pdf/especialidades/IFCT0109.pdf,,Certificat de Professionalitat/Acreditació parcial acumulable,Presencial,Presencial,0,Sí,24/07/2024,https://serveiocupacio.gencat.cat/ca/persones/vull-formar-me/cercadors-formacio-especialitats/cercador-integrat/fitxa-curs.html?nomCurso=/0184500/019&codi_curso_seleccionado=23/FOAP/680/0184500/019,,"CONSULTING INTEGRAL EN FORMACION, S.L.",8019,CR FRANCESC TARREGA 14,41.42221,2.18039,933517800,ACARULLA@GRUPCIEF.COM,http://www.grupcief.com,08027,1815,SOC,Contacteu amb l'entitat,
